reltime,datetime,iSensor,confidence,heart_rate
192.033,2024/06/13 11:33:22.5529,3,1.0,64.0
192.279,2024/06/13 11:33:22.7989,3,1.0,65.0
192.323,2024/06/13 11:33:22.8429,5,1.0,63.0
192.526,2024/06/13 11:33:23.0459,3,1.0,65.0
192.569,2024/06/13 11:33:23.0889,5,1.0,63.0
192.772,2024/06/13 11:33:23.2919,3,1.0,65.0
192.815,2024/06/13 11:33:23.3349,5,1.0,63.0
193.018,2024/06/13 11:33:23.5379,3,1.0,65.0
193.062,2024/06/13 11:33:23.5819,5,1.0,63.0
193.264,2024/06/13 11:33:23.7839,3,1.0,65.0
193.307,2024/06/13 11:33:23.8269,5,1.0,63.0
193.51,2024/06/13 11:33:24.0299,3,1.0,65.0
193.554,2024/06/13 11:33:24.0739,5,1.0,63.0
193.758,2024/06/13 11:33:24.2779,3,1.0,65.0
193.801,2024/06/13 11:33:24.3209,5,1.0,63.0
194.004,2024/06/13 11:33:24.5239,3,1.0,65.0
194.046,2024/06/13 11:33:24.5659,5,1.0,63.0
194.25,2024/06/13 11:33:24.7699,3,1.0,65.0
194.293,2024/06/13 11:33:24.8129,5,1.0,63.0
194.496,2024/06/13 11:33:25.0159,3,1.0,65.0
194.539,2024/06/13 11:33:25.0589,5,1.0,63.0
194.743,2024/06/13 11:33:25.2629,3,1.0,65.0
194.786,2024/06/13 11:33:25.3059,5,1.0,63.0
195.235,2024/06/13 11:33:25.7549,3,1.0,66.0
195.278,2024/06/13 11:33:25.7979,5,1.0,63.0
195.481,2024/06/13 11:33:26.0009,3,1.0,66.0
195.524,2024/06/13 11:33:26.0439,5,1.0,63.0
195.728,2024/06/13 11:33:26.2479,3,1.0,66.0
195.771,2024/06/13 11:33:26.2909,5,1.0,63.0
195.974,2024/06/13 11:33:26.4939,3,1.0,67.0
196.017,2024/06/13 11:33:26.5369,5,1.0,63.0
196.22,2024/06/13 11:33:26.7399,3,1.0,67.0
196.263,2024/06/13 11:33:26.7829,5,1.0,63.0
196.466,2024/06/13 11:33:26.9859,3,1.0,67.0
196.509,2024/06/13 11:33:27.0289,5,1.0,63.0
196.712,2024/06/13 11:33:27.2319,3,1.0,67.0
196.756,2024/06/13 11:33:27.2759,5,1.0,63.0
196.959,2024/06/13 11:33:27.4789,3,1.0,67.0
197.205,2024/06/13 11:33:27.7249,3,1.0,67.0
197.249,2024/06/13 11:33:27.7689,5,1.0,63.0
197.451,2024/06/13 11:33:27.9709,3,1.0,67.0
197.494,2024/06/13 11:33:28.0139,5,1.0,63.0
197.697,2024/06/13 11:33:28.2169,3,1.0,67.0
197.74,2024/06/13 11:33:28.2599,5,1.0,63.0
197.944,2024/06/13 11:33:28.4639,3,1.0,67.0
197.987,2024/06/13 11:33:28.5069,5,1.0,63.0
198.19,2024/06/13 11:33:28.7099,3,1.0,67.0
198.233,2024/06/13 11:33:28.7529,5,1.0,63.0
198.437,2024/06/13 11:33:28.9569,3,1.0,67.0
198.479,2024/06/13 11:33:28.9989,5,1.0,63.0
198.683,2024/06/13 11:33:29.2029,3,1.0,67.0
198.725,2024/06/13 11:33:29.2449,5,1.0,63.0
198.928,2024/06/13 11:33:29.4479,3,1.0,67.0
198.972,2024/06/13 11:33:29.4919,5,1.0,63.0
199.176,2024/06/13 11:33:29.6959,3,1.0,67.0
199.219,2024/06/13 11:33:29.7389,5,1.0,63.0
199.421,2024/06/13 11:33:29.9409,3,1.0,67.0
199.464,2024/06/13 11:33:29.9839,5,1.0,63.0
199.667,2024/06/13 11:33:30.1869,3,1.0,67.0
199.71,2024/06/13 11:33:30.2299,5,1.0,63.0
199.914,2024/06/13 11:33:30.4339,3,1.0,67.0
199.957,2024/06/13 11:33:30.4769,5,1.0,63.0
200.16,2024/06/13 11:33:30.6799,3,1.0,67.0
200.203,2024/06/13 11:33:30.7229,5,1.0,63.0
200.406,2024/06/13 11:33:30.9259,3,1.0,66.0
200.45,2024/06/13 11:33:30.9699,5,1.0,63.0
200.653,2024/06/13 11:33:31.1729,3,1.0,66.0
200.899,2024/06/13 11:33:31.4189,3,1.0,66.0
200.942,2024/06/13 11:33:31.4619,5,1.0,63.0
201.145,2024/06/13 11:33:31.6649,3,1.0,66.0
201.188,2024/06/13 11:33:31.7079,5,1.0,63.0
201.392,2024/06/13 11:33:31.9119,3,1.0,66.0
201.637,2024/06/13 11:33:32.1569,3,1.0,66.0
201.681,2024/06/13 11:33:32.2009,5,1.0,63.0
201.884,2024/06/13 11:33:32.4039,3,1.0,66.0
201.927,2024/06/13 11:33:32.4469,5,1.0,63.0
202.131,2024/06/13 11:33:32.6509,3,1.0,66.0
202.174,2024/06/13 11:33:32.6939,5,1.0,63.0
202.377,2024/06/13 11:33:32.8969,3,1.0,66.0
202.42,2024/06/13 11:33:32.9399,5,1.0,66.0
202.623,2024/06/13 11:33:33.1429,3,1.0,66.0
202.666,2024/06/13 11:33:33.1859,5,1.0,66.0
202.869,2024/06/13 11:33:33.3889,3,1.0,66.0
202.912,2024/06/13 11:33:33.4319,5,1.0,66.0
203.115,2024/06/13 11:33:33.6349,3,1.0,66.0
203.158,2024/06/13 11:33:33.6779,5,1.0,66.0
203.362,2024/06/13 11:33:33.8819,3,1.0,66.0
203.405,2024/06/13 11:33:33.9249,5,1.0,66.0
203.609,2024/06/13 11:33:34.1289,3,1.0,66.0
203.652,2024/06/13 11:33:34.1719,5,1.0,66.0
203.854,2024/06/13 11:33:34.3739,3,1.0,67.0
203.898,2024/06/13 11:33:34.4179,5,1.0,66.0
204.101,2024/06/13 11:33:34.6209,3,1.0,67.0
204.143,2024/06/13 11:33:34.6629,5,1.0,66.0
204.347,2024/06/13 11:33:34.8669,3,1.0,67.0
204.593,2024/06/13 11:33:35.1129,3,1.0,67.0
204.636,2024/06/13 11:33:35.1559,5,1.0,66.0
204.84,2024/06/13 11:33:35.3599,3,1.0,67.0
204.882,2024/06/13 11:33:35.4019,5,1.0,66.0
205.129,2024/06/13 11:33:35.6489,5,1.0,66.0
205.332,2024/06/13 11:33:35.8519,3,1.0,67.0
205.376,2024/06/13 11:33:35.8959,5,1.0,66.0
205.579,2024/06/13 11:33:36.0989,3,1.0,67.0
205.622,2024/06/13 11:33:36.1419,5,1.0,66.0
205.825,2024/06/13 11:33:36.3449,3,1.0,67.0
205.868,2024/06/13 11:33:36.3879,5,1.0,66.0
206.071,2024/06/13 11:33:36.5909,3,1.0,67.0
206.114,2024/06/13 11:33:36.6339,5,1.0,66.0
206.317,2024/06/13 11:33:36.8369,3,1.0,67.0
206.36,2024/06/13 11:33:36.8799,5,1.0,66.0
206.563,2024/06/13 11:33:37.0829,3,1.0,67.0
206.606,2024/06/13 11:33:37.1259,5,1.0,66.0
206.809,2024/06/13 11:33:37.3289,3,1.0,67.0
206.853,2024/06/13 11:33:37.3729,5,1.0,66.0
207.055,2024/06/13 11:33:37.5749,3,1.0,67.0
207.1,2024/06/13 11:33:37.6199,5,1.0,66.0
207.303,2024/06/13 11:33:37.8229,3,1.0,67.0
207.548,2024/06/13 11:33:38.0679,3,1.0,67.0
207.592,2024/06/13 11:33:38.1119,5,1.0,66.0
207.794,2024/06/13 11:33:38.3139,3,1.0,67.0
207.838,2024/06/13 11:33:38.3579,5,1.0,65.0
208.041,2024/06/13 11:33:38.5609,3,1.0,67.0
208.084,2024/06/13 11:33:38.6039,5,1.0,65.0
208.287,2024/06/13 11:33:38.8069,3,1.0,67.0
208.33,2024/06/13 11:33:38.8499,5,1.0,65.0
208.534,2024/06/13 11:33:39.0539,3,1.0,67.0
208.577,2024/06/13 11:33:39.0969,5,1.0,65.0
208.78,2024/06/13 11:33:39.2999,3,1.0,67.0
208.823,2024/06/13 11:33:39.3429,5,1.0,65.0
209.026,2024/06/13 11:33:39.5459,3,1.0,67.0
209.069,2024/06/13 11:33:39.5889,5,1.0,65.0
209.273,2024/06/13 11:33:39.7929,3,1.0,67.0
209.315,2024/06/13 11:33:39.8349,5,1.0,65.0
209.519,2024/06/13 11:33:40.0389,3,1.0,67.0
209.561,2024/06/13 11:33:40.0809,5,1.0,65.0
209.765,2024/06/13 11:33:40.2849,3,1.0,67.0
209.809,2024/06/13 11:33:40.3289,5,1.0,65.0
210.011,2024/06/13 11:33:40.5309,3,1.0,67.0
210.054,2024/06/13 11:33:40.5739,5,1.0,65.0
210.258,2024/06/13 11:33:40.7779,3,1.0,67.0
210.301,2024/06/13 11:33:40.8209,5,1.0,65.0
210.504,2024/06/13 11:33:41.0239,3,1.0,67.0
210.547,2024/06/13 11:33:41.0669,5,1.0,65.0
210.75,2024/06/13 11:33:41.2699,3,1.0,67.0
210.794,2024/06/13 11:33:41.3139,5,1.0,65.0
210.997,2024/06/13 11:33:41.5169,3,1.0,67.0
211.04,2024/06/13 11:33:41.5599,5,1.0,65.0
211.243,2024/06/13 11:33:41.7629,3,1.0,67.0
211.286,2024/06/13 11:33:41.8059,5,1.0,65.0
211.489,2024/06/13 11:33:42.0089,3,1.0,67.0
211.532,2024/06/13 11:33:42.0519,5,1.0,65.0
211.735,2024/06/13 11:33:42.2549,3,1.0,67.0
211.779,2024/06/13 11:33:42.2989,5,1.0,65.0
211.982,2024/06/13 11:33:42.5019,3,1.0,67.0
212.025,2024/06/13 11:33:42.5449,5,1.0,65.0
212.228,2024/06/13 11:33:42.7479,3,1.0,67.0
212.271,2024/06/13 11:33:42.7909,5,1.0,65.0
212.474,2024/06/13 11:33:42.9939,3,1.0,67.0
212.517,2024/06/13 11:33:43.0369,5,1.0,65.0
212.72,2024/06/13 11:33:43.2399,3,1.0,67.0
212.764,2024/06/13 11:33:43.2839,5,1.0,65.0
212.966,2024/06/13 11:33:43.4859,3,1.0,67.0
213.009,2024/06/13 11:33:43.5289,5,1.0,65.0
213.213,2024/06/13 11:33:43.7329,3,1.0,67.0
213.256,2024/06/13 11:33:43.7759,5,1.0,65.0
213.459,2024/06/13 11:33:43.9789,3,1.0,67.0
213.502,2024/06/13 11:33:44.0219,5,1.0,65.0
213.705,2024/06/13 11:33:44.2249,3,1.0,67.0
213.952,2024/06/13 11:33:44.4719,3,1.0,67.0
213.994,2024/06/13 11:33:44.5139,5,1.0,65.0
214.197,2024/06/13 11:33:44.7169,3,1.0,67.0
214.241,2024/06/13 11:33:44.7609,5,1.0,65.0
214.444,2024/06/13 11:33:44.9639,3,1.0,67.0
214.487,2024/06/13 11:33:45.0069,5,1.0,65.0
214.691,2024/06/13 11:33:45.2109,3,1.0,67.0
214.734,2024/06/13 11:33:45.2539,5,1.0,65.0
214.936,2024/06/13 11:33:45.4559,3,1.0,66.0
214.98,2024/06/13 11:33:45.4999,5,1.0,65.0
215.183,2024/06/13 11:33:45.7029,3,1.0,66.0
215.227,2024/06/13 11:33:45.7469,5,1.0,65.0
215.429,2024/06/13 11:33:45.9489,3,1.0,66.0
215.473,2024/06/13 11:33:45.9929,5,1.0,65.0
215.675,2024/06/13 11:33:46.1949,3,1.0,66.0
215.718,2024/06/13 11:33:46.2379,5,1.0,65.0
215.922,2024/06/13 11:33:46.4419,3,1.0,66.0
215.965,2024/06/13 11:33:46.4849,5,1.0,65.0
216.167,2024/06/13 11:33:46.6869,3,1.0,66.0
216.211,2024/06/13 11:33:46.7309,5,1.0,65.0
216.415,2024/06/13 11:33:46.9349,3,1.0,66.0
216.661,2024/06/13 11:33:47.1809,3,1.0,66.0
216.951,2024/06/13 11:33:47.4709,5,1.0,65.0
217.153,2024/06/13 11:33:47.6729,3,1.0,66.0
217.196,2024/06/13 11:33:47.7159,5,1.0,65.0
217.399,2024/06/13 11:33:47.9189,3,1.0,66.0
217.443,2024/06/13 11:33:47.9629,5,1.0,65.0
217.646,2024/06/13 11:33:48.1659,3,1.0,66.0
217.689,2024/06/13 11:33:48.2089,5,1.0,65.0
217.892,2024/06/13 11:33:48.4119,3,1.0,66.0
217.936,2024/06/13 11:33:48.4559,5,1.0,65.0
218.138,2024/06/13 11:33:48.6579,3,1.0,66.0
218.181,2024/06/13 11:33:48.7009,5,1.0,65.0
218.385,2024/06/13 11:33:48.9049,3,1.0,66.0
218.428,2024/06/13 11:33:48.9479,5,1.0,65.0
218.631,2024/06/13 11:33:49.1509,3,1.0,65.0
218.674,2024/06/13 11:33:49.1939,5,1.0,65.0
218.877,2024/06/13 11:33:49.3969,3,1.0,65.0
218.92,2024/06/13 11:33:49.4399,5,1.0,65.0
219.124,2024/06/13 11:33:49.6439,3,1.0,65.0
219.167,2024/06/13 11:33:49.6869,5,1.0,65.0
219.37,2024/06/13 11:33:49.8899,3,1.0,65.0
219.412,2024/06/13 11:33:49.9319,5,1.0,65.0
219.616,2024/06/13 11:33:50.1359,3,1.0,66.0
219.66,2024/06/13 11:33:50.1799,5,1.0,65.0
219.862,2024/06/13 11:33:50.3819,3,1.0,66.0
219.905,2024/06/13 11:33:50.4249,5,1.0,65.0
220.109,2024/06/13 11:33:50.6289,3,1.0,66.0
220.152,2024/06/13 11:33:50.6719,5,1.0,65.0
220.355,2024/06/13 11:33:50.8749,3,1.0,66.0
220.398,2024/06/13 11:33:50.9179,5,1.0,65.0
220.6,2024/06/13 11:33:51.1199,3,1.0,66.0
220.645,2024/06/13 11:33:51.1649,5,1.0,64.0
220.847,2024/06/13 11:33:51.3669,3,1.0,66.0
220.89,2024/06/13 11:33:51.4099,5,1.0,64.0
221.093,2024/06/13 11:33:51.6129,3,1.0,66.0
221.137,2024/06/13 11:33:51.6569,5,1.0,64.0
221.339,2024/06/13 11:33:51.8589,3,1.0,66.0
221.383,2024/06/13 11:33:51.9029,5,1.0,64.0
221.585,2024/06/13 11:33:52.1049,3,1.0,66.0
221.63,2024/06/13 11:33:52.1499,5,1.0,64.0
221.832,2024/06/13 11:33:52.3519,3,1.0,66.0
221.876,2024/06/13 11:33:52.3959,5,1.0,64.0
222.079,2024/06/13 11:33:52.5989,3,1.0,66.0
222.122,2024/06/13 11:33:52.6419,5,1.0,64.0
222.325,2024/06/13 11:33:52.8449,3,1.0,66.0
222.368,2024/06/13 11:33:52.8879,5,1.0,64.0
222.571,2024/06/13 11:33:53.0909,3,1.0,66.0
222.614,2024/06/13 11:33:53.1339,5,1.0,64.0
222.817,2024/06/13 11:33:53.3369,3,1.0,66.0
222.861,2024/06/13 11:33:53.3809,5,1.0,64.0
223.064,2024/06/13 11:33:53.5839,3,1.0,66.0
223.107,2024/06/13 11:33:53.6269,5,1.0,64.0
223.31,2024/06/13 11:33:53.8299,3,1.0,66.0
223.353,2024/06/13 11:33:53.8729,5,1.0,64.0
223.556,2024/06/13 11:33:54.0759,3,1.0,66.0
223.599,2024/06/13 11:33:54.1189,5,1.0,64.0
223.803,2024/06/13 11:33:54.3229,3,1.0,66.0
223.846,2024/06/13 11:33:54.3659,5,1.0,64.0
224.049,2024/06/13 11:33:54.5689,3,1.0,66.0
224.093,2024/06/13 11:33:54.6129,5,1.0,64.0
224.295,2024/06/13 11:33:54.8149,3,1.0,65.0
224.541,2024/06/13 11:33:55.0609,3,1.0,65.0
224.585,2024/06/13 11:33:55.1049,5,1.0,64.0
224.788,2024/06/13 11:33:55.3079,3,1.0,65.0
224.831,2024/06/13 11:33:55.3509,5,1.0,64.0
225.078,2024/06/13 11:33:55.5979,5,1.0,64.0
225.28,2024/06/13 11:33:55.7999,3,1.0,65.0
225.324,2024/06/13 11:33:55.8439,5,1.0,64.0
225.526,2024/06/13 11:33:56.0459,3,1.0,65.0
225.57,2024/06/13 11:33:56.0899,5,1.0,64.0
225.772,2024/06/13 11:33:56.2919,3,1.0,65.0
225.816,2024/06/13 11:33:56.3359,5,1.0,64.0
226.019,2024/06/13 11:33:56.5389,3,1.0,65.0
226.062,2024/06/13 11:33:56.5819,5,1.0,64.0
226.265,2024/06/13 11:33:56.7849,3,1.0,65.0
226.309,2024/06/13 11:33:56.8289,5,1.0,64.0
226.512,2024/06/13 11:33:57.0319,3,1.0,65.0
226.555,2024/06/13 11:33:57.0749,5,1.0,64.0
226.758,2024/06/13 11:33:57.2779,3,1.0,65.0
226.801,2024/06/13 11:33:57.3209,5,1.0,64.0
227.047,2024/06/13 11:33:57.5669,5,1.0,64.0
227.25,2024/06/13 11:33:57.7699,3,1.0,65.0
227.294,2024/06/13 11:33:57.8139,5,1.0,64.0
227.497,2024/06/13 11:33:58.0169,3,1.0,65.0
227.54,2024/06/13 11:33:58.0599,5,1.0,64.0
227.743,2024/06/13 11:33:58.2629,3,1.0,65.0
227.786,2024/06/13 11:33:58.3059,5,1.0,64.0
227.989,2024/06/13 11:33:58.5089,3,1.0,65.0
228.033,2024/06/13 11:33:58.5529,5,1.0,64.0
228.235,2024/06/13 11:33:58.7549,3,1.0,65.0
228.279,2024/06/13 11:33:58.7989,5,1.0,64.0
228.482,2024/06/13 11:33:59.0019,3,1.0,65.0
228.525,2024/06/13 11:33:59.0449,5,1.0,64.0
228.727,2024/06/13 11:33:59.2469,3,1.0,65.0
228.772,2024/06/13 11:33:59.2919,5,1.0,64.0
228.974,2024/06/13 11:33:59.4939,3,1.0,65.0
229.017,2024/06/13 11:33:59.5369,5,1.0,64.0
229.22,2024/06/13 11:33:59.7399,3,1.0,65.0
229.264,2024/06/13 11:33:59.7839,5,1.0,64.0
229.466,2024/06/13 11:33:59.9859,3,1.0,65.0
229.51,2024/06/13 11:34:00.0299,5,1.0,64.0
229.713,2024/06/13 11:34:00.2329,3,1.0,65.0
229.757,2024/06/13 11:34:00.2769,5,1.0,64.0
229.959,2024/06/13 11:34:00.4789,3,1.0,65.0
230.003,2024/06/13 11:34:00.5229,5,1.0,64.0
230.206,2024/06/13 11:34:00.7259,3,1.0,65.0
230.249,2024/06/13 11:34:00.7689,5,1.0,64.0
230.451,2024/06/13 11:34:00.9709,3,1.0,65.0
230.495,2024/06/13 11:34:01.0149,5,1.0,64.0
230.698,2024/06/13 11:34:01.2179,3,1.0,65.0
230.741,2024/06/13 11:34:01.2609,5,1.0,64.0
230.944,2024/06/13 11:34:01.4639,3,1.0,65.0
230.988,2024/06/13 11:34:01.5079,5,1.0,64.0
231.19,2024/06/13 11:34:01.7099,3,1.0,65.0
231.234,2024/06/13 11:34:01.7539,5,1.0,64.0
231.437,2024/06/13 11:34:01.9569,3,1.0,65.0
231.481,2024/06/13 11:34:02.0009,5,1.0,63.0
231.684,2024/06/13 11:34:02.2039,3,1.0,65.0
231.726,2024/06/13 11:34:02.2459,5,1.0,63.0
231.929,2024/06/13 11:34:02.4489,3,1.0,65.0
231.973,2024/06/13 11:34:02.4929,5,1.0,63.0
232.176,2024/06/13 11:34:02.6959,3,1.0,65.0
232.219,2024/06/13 11:34:02.7389,5,1.0,63.0
232.422,2024/06/13 11:34:02.9419,3,1.0,65.0
232.466,2024/06/13 11:34:02.9859,5,1.0,63.0
232.668,2024/06/13 11:34:03.1879,3,1.0,66.0
232.712,2024/06/13 11:34:03.2319,5,1.0,63.0
232.914,2024/06/13 11:34:03.4339,3,1.0,66.0
232.958,2024/06/13 11:34:03.4779,5,1.0,63.0
233.161,2024/06/13 11:34:03.6809,3,1.0,66.0
233.205,2024/06/13 11:34:03.7249,5,1.0,63.0
233.406,2024/06/13 11:34:03.9259,3,1.0,66.0
233.45,2024/06/13 11:34:03.9699,5,1.0,63.0
233.653,2024/06/13 11:34:04.1729,3,1.0,66.0
233.697,2024/06/13 11:34:04.2169,5,1.0,63.0
233.899,2024/06/13 11:34:04.4189,3,1.0,66.0
234.146,2024/06/13 11:34:04.6659,3,1.0,66.0
234.189,2024/06/13 11:34:04.7089,5,1.0,63.0
234.392,2024/06/13 11:34:04.9119,3,1.0,66.0
234.436,2024/06/13 11:34:04.9559,5,1.0,63.0
234.639,2024/06/13 11:34:05.1589,3,1.0,65.0
234.682,2024/06/13 11:34:05.2019,5,1.0,63.0
234.885,2024/06/13 11:34:05.4049,3,1.0,65.0
234.929,2024/06/13 11:34:05.4489,5,1.0,63.0
235.13,2024/06/13 11:34:05.6499,3,1.0,65.0
235.175,2024/06/13 11:34:05.6949,5,1.0,63.0
235.377,2024/06/13 11:34:05.8969,3,1.0,65.0
235.421,2024/06/13 11:34:05.9409,5,1.0,63.0
235.624,2024/06/13 11:34:06.1439,3,1.0,65.0
235.668,2024/06/13 11:34:06.1879,5,1.0,63.0
235.87,2024/06/13 11:34:06.3899,3,1.0,65.0
236.116,2024/06/13 11:34:06.6359,3,1.0,65.0
236.16,2024/06/13 11:34:06.6799,5,1.0,63.0
236.362,2024/06/13 11:34:06.8819,3,1.0,65.0
236.406,2024/06/13 11:34:06.9259,5,1.0,63.0
236.608,2024/06/13 11:34:07.1279,3,1.0,65.0
236.652,2024/06/13 11:34:07.1719,5,1.0,64.0
236.855,2024/06/13 11:34:07.3749,3,1.0,65.0
236.899,2024/06/13 11:34:07.4189,5,1.0,64.0
237.101,2024/06/13 11:34:07.6209,3,1.0,65.0
237.145,2024/06/13 11:34:07.6649,5,1.0,64.0
237.347,2024/06/13 11:34:07.8669,3,1.0,65.0
237.392,2024/06/13 11:34:07.9119,5,1.0,64.0
237.594,2024/06/13 11:34:08.1139,3,1.0,64.0
237.638,2024/06/13 11:34:08.1579,5,1.0,64.0
237.84,2024/06/13 11:34:08.3599,3,1.0,64.0
237.883,2024/06/13 11:34:08.4029,5,1.0,64.0
238.13,2024/06/13 11:34:08.6499,5,1.0,64.0
238.333,2024/06/13 11:34:08.8529,3,1.0,64.0
238.377,2024/06/13 11:34:08.8969,5,1.0,64.0
238.578,2024/06/13 11:34:09.0979,3,1.0,64.0
238.622,2024/06/13 11:34:09.1419,5,1.0,64.0
238.825,2024/06/13 11:34:09.3449,3,1.0,64.0
238.869,2024/06/13 11:34:09.3889,5,1.0,64.0
239.071,2024/06/13 11:34:09.5909,3,1.0,64.0
239.115,2024/06/13 11:34:09.6349,5,1.0,64.0
239.318,2024/06/13 11:34:09.8379,3,1.0,64.0
239.362,2024/06/13 11:34:09.8819,5,1.0,64.0
239.564,2024/06/13 11:34:10.0839,3,1.0,64.0
239.607,2024/06/13 11:34:10.1269,5,1.0,64.0
239.81,2024/06/13 11:34:10.3299,3,1.0,64.0
239.854,2024/06/13 11:34:10.3739,5,1.0,64.0
240.056,2024/06/13 11:34:10.5759,3,1.0,64.0
240.1,2024/06/13 11:34:10.6199,5,1.0,64.0
240.302,2024/06/13 11:34:10.8219,3,1.0,64.0
240.346,2024/06/13 11:34:10.8659,5,1.0,64.0
240.549,2024/06/13 11:34:11.0689,3,1.0,64.0
240.593,2024/06/13 11:34:11.1129,5,1.0,64.0
240.795,2024/06/13 11:34:11.3149,3,1.0,64.0
240.839,2024/06/13 11:34:11.3589,5,1.0,64.0
241.042,2024/06/13 11:34:11.5619,3,1.0,64.0
241.085,2024/06/13 11:34:11.6049,5,1.0,64.0
241.287,2024/06/13 11:34:11.8069,3,1.0,63.0
241.533,2024/06/13 11:34:12.0529,3,1.0,63.0
241.577,2024/06/13 11:34:12.0969,5,1.0,64.0
241.78,2024/06/13 11:34:12.2999,3,1.0,63.0
242.026,2024/06/13 11:34:12.5459,3,1.0,63.0
242.273,2024/06/13 11:34:12.7929,3,1.0,63.0
242.317,2024/06/13 11:34:12.8369,5,1.0,63.0
242.519,2024/06/13 11:34:13.0389,3,1.0,63.0
242.563,2024/06/13 11:34:13.0829,5,1.0,62.0
242.766,2024/06/13 11:34:13.2859,3,1.0,63.0
242.809,2024/06/13 11:34:13.3289,5,1.0,62.0
243.012,2024/06/13 11:34:13.5319,3,1.0,63.0
243.055,2024/06/13 11:34:13.5749,5,1.0,62.0
243.258,2024/06/13 11:34:13.7779,3,1.0,63.0
243.301,2024/06/13 11:34:13.8209,5,1.0,62.0
243.505,2024/06/13 11:34:14.0249,3,1.0,63.0
243.548,2024/06/13 11:34:14.0679,5,1.0,62.0
243.75,2024/06/13 11:34:14.2699,3,1.0,63.0
243.794,2024/06/13 11:34:14.3139,5,1.0,62.0
243.997,2024/06/13 11:34:14.5169,3,1.0,63.0
244.041,2024/06/13 11:34:14.5609,5,1.0,62.0
244.243,2024/06/13 11:34:14.7629,3,1.0,63.0
244.287,2024/06/13 11:34:14.8069,5,1.0,62.0
244.489,2024/06/13 11:34:15.0089,3,1.0,63.0
244.533,2024/06/13 11:34:15.0529,5,1.0,62.0
244.735,2024/06/13 11:34:15.2549,3,1.0,63.0
244.779,2024/06/13 11:34:15.2989,5,1.0,62.0
244.982,2024/06/13 11:34:15.5019,3,1.0,63.0
245.026,2024/06/13 11:34:15.5459,5,1.0,62.0
245.229,2024/06/13 11:34:15.7489,3,1.0,63.0
245.272,2024/06/13 11:34:15.7919,5,1.0,62.0
245.474,2024/06/13 11:34:15.9939,3,1.0,63.0
245.518,2024/06/13 11:34:16.0379,5,1.0,62.0
245.721,2024/06/13 11:34:16.2409,3,1.0,63.0
245.764,2024/06/13 11:34:16.2839,5,1.0,62.0
245.967,2024/06/13 11:34:16.4869,3,1.0,63.0
246.011,2024/06/13 11:34:16.5309,5,1.0,62.0
246.213,2024/06/13 11:34:16.7329,3,1.0,63.0
246.257,2024/06/13 11:34:16.7769,5,1.0,62.0
246.46,2024/06/13 11:34:16.9799,3,1.0,63.0
246.503,2024/06/13 11:34:17.0229,5,1.0,62.0
246.706,2024/06/13 11:34:17.2259,3,1.0,64.0
246.749,2024/06/13 11:34:17.2689,5,1.0,62.0
246.952,2024/06/13 11:34:17.4719,3,1.0,64.0
246.995,2024/06/13 11:34:17.5149,5,1.0,62.0
247.198,2024/06/13 11:34:17.7179,3,1.0,64.0
247.242,2024/06/13 11:34:17.7619,5,1.0,62.0
247.444,2024/06/13 11:34:17.9639,3,1.0,64.0
247.488,2024/06/13 11:34:18.0079,5,1.0,62.0
247.691,2024/06/13 11:34:18.2109,3,1.0,64.0
247.735,2024/06/13 11:34:18.2549,5,1.0,62.0
247.981,2024/06/13 11:34:18.5009,5,1.0,62.0
248.183,2024/06/13 11:34:18.7029,3,1.0,64.0
248.227,2024/06/13 11:34:18.7469,5,1.0,62.0
248.43,2024/06/13 11:34:18.9499,3,1.0,64.0
248.473,2024/06/13 11:34:18.9929,5,1.0,62.0
248.675,2024/06/13 11:34:19.1949,3,1.0,65.0
248.719,2024/06/13 11:34:19.2389,5,1.0,62.0
248.922,2024/06/13 11:34:19.4419,3,1.0,65.0
248.966,2024/06/13 11:34:19.4859,5,1.0,62.0
249.168,2024/06/13 11:34:19.6879,3,1.0,65.0
249.212,2024/06/13 11:34:19.7319,5,1.0,62.0
249.415,2024/06/13 11:34:19.9349,3,1.0,65.0
249.459,2024/06/13 11:34:19.9789,5,1.0,63.0
249.661,2024/06/13 11:34:20.1809,3,1.0,65.0
249.705,2024/06/13 11:34:20.2249,5,1.0,63.0
249.907,2024/06/13 11:34:20.4269,3,1.0,65.0
249.951,2024/06/13 11:34:20.4709,5,1.0,63.0
250.153,2024/06/13 11:34:20.6729,3,1.0,65.0
250.198,2024/06/13 11:34:20.7179,5,1.0,63.0
250.399,2024/06/13 11:34:20.9189,3,1.0,65.0
250.646,2024/06/13 11:34:21.1659,3,1.0,65.0
250.69,2024/06/13 11:34:21.2099,5,1.0,64.0
250.893,2024/06/13 11:34:21.4129,3,1.0,65.0
250.937,2024/06/13 11:34:21.4569,5,1.0,64.0
251.139,2024/06/13 11:34:21.6589,3,1.0,65.0
251.182,2024/06/13 11:34:21.7019,5,1.0,64.0
251.385,2024/06/13 11:34:21.9049,3,1.0,65.0
251.429,2024/06/13 11:34:21.9489,5,1.0,64.0
251.631,2024/06/13 11:34:22.1509,3,1.0,65.0
251.675,2024/06/13 11:34:22.1949,5,1.0,64.0
251.877,2024/06/13 11:34:22.3969,3,1.0,65.0
251.922,2024/06/13 11:34:22.4419,5,1.0,64.0
252.123,2024/06/13 11:34:22.6429,3,1.0,65.0
