reltime,datetime,iSensor,ibi
518.344,2024/06/13 11:38:48.8639,3,910
518.391,2024/06/13 11:38:48.9109,5,952
518.637,2024/06/13 11:38:49.1569,5,952
518.884,2024/06/13 11:38:49.4039,5,952
519.13,2024/06/13 11:38:49.6499,5,952
519.328,2024/06/13 11:38:49.8479,3,969
519.377,2024/06/13 11:38:49.8969,5,952
519.622,2024/06/13 11:38:50.1419,5,952
519.869,2024/06/13 11:38:50.3889,5,952
520.314,2024/06/13 11:38:50.8339,3,1004
520.608,2024/06/13 11:38:51.1279,5,952
520.854,2024/06/13 11:38:51.3739,5,952
521.1,2024/06/13 11:38:51.6199,5,952
521.298,2024/06/13 11:38:51.8179,3,939
521.347,2024/06/13 11:38:51.8669,5,952
521.593,2024/06/13 11:38:52.1129,5,952
521.839,2024/06/13 11:38:52.3589,5,952
522.085,2024/06/13 11:38:52.6049,5,952
522.284,2024/06/13 11:38:52.8039,3,939
522.824,2024/06/13 11:38:53.3439,5,952
523.023,2024/06/13 11:38:53.5429,3,943
523.761,2024/06/13 11:38:54.2809,3,905
524.302,2024/06/13 11:38:54.8219,5,967
524.501,2024/06/13 11:38:55.0209,3,799
524.548,2024/06/13 11:38:55.0679,5,967
524.795,2024/06/13 11:38:55.3149,5,967
525.041,2024/06/13 11:38:55.5609,5,967
525.287,2024/06/13 11:38:55.8069,5,967
525.485,2024/06/13 11:38:56.0049,3,778
525.533,2024/06/13 11:38:56.0529,5,967
525.78,2024/06/13 11:38:56.2999,5,967
526.026,2024/06/13 11:38:56.5459,5,967
526.224,2024/06/13 11:38:56.7439,3,851
526.272,2024/06/13 11:38:56.7919,5,967
526.518,2024/06/13 11:38:57.0379,5,967
526.764,2024/06/13 11:38:57.2839,5,967
526.963,2024/06/13 11:38:57.4829,3,836
527.011,2024/06/13 11:38:57.5309,5,967
527.258,2024/06/13 11:38:57.7779,5,967
527.503,2024/06/13 11:38:58.0229,5,967
527.701,2024/06/13 11:38:58.2209,3,826
527.749,2024/06/13 11:38:58.2689,5,967
527.996,2024/06/13 11:38:58.5159,5,967
528.441,2024/06/13 11:38:58.9609,3,755
528.735,2024/06/13 11:38:59.2549,5,967
528.981,2024/06/13 11:38:59.5009,5,967
529.179,2024/06/13 11:38:59.6989,3,706
529.227,2024/06/13 11:38:59.7469,5,967
529.474,2024/06/13 11:38:59.9939,5,967
529.72,2024/06/13 11:39:00.2399,5,967
529.966,2024/06/13 11:39:00.4859,5,967
530.165,2024/06/13 11:39:00.6849,3,721
530.213,2024/06/13 11:39:00.7329,5,967
530.458,2024/06/13 11:39:00.9779,5,967
530.705,2024/06/13 11:39:01.2249,5,967
530.951,2024/06/13 11:39:01.4709,5,967
531.15,2024/06/13 11:39:01.6699,3,750
531.198,2024/06/13 11:39:01.7179,5,967
531.936,2024/06/13 11:39:02.4559,5,967
532.134,2024/06/13 11:39:02.6539,3,940
532.675,2024/06/13 11:39:03.1949,5,967
532.922,2024/06/13 11:39:03.4419,5,967
533.12,2024/06/13 11:39:03.6399,3,1036
533.167,2024/06/13 11:39:03.6869,5,967
533.413,2024/06/13 11:39:03.9329,5,967
533.66,2024/06/13 11:39:04.1799,5,967
533.859,2024/06/13 11:39:04.3789,3,1019
533.907,2024/06/13 11:39:04.4269,5,967
534.153,2024/06/13 11:39:04.6729,5,967
534.399,2024/06/13 11:39:04.9189,5,967
534.645,2024/06/13 11:39:05.1649,5,967
534.844,2024/06/13 11:39:05.3639,3,922
534.892,2024/06/13 11:39:05.4119,5,967
