reltime,datetime,iSensor,ibi
266.452,2024/06/13 11:34:36.9719,5,938
266.698,2024/06/13 11:34:37.2179,5,938
266.944,2024/06/13 11:34:37.4639,5,938
267.19,2024/06/13 11:34:37.7099,5,938
267.638,2024/06/13 11:34:38.1579,3,895
267.929,2024/06/13 11:34:38.4489,5,938
268.132,2024/06/13 11:34:38.6519,3,842
268.176,2024/06/13 11:34:38.6959,5,938
268.422,2024/06/13 11:34:38.9419,5,938
268.668,2024/06/13 11:34:39.1879,5,938
268.914,2024/06/13 11:34:39.4339,5,938
269.116,2024/06/13 11:34:39.6359,3,912
269.161,2024/06/13 11:34:39.6809,5,938
269.407,2024/06/13 11:34:39.9269,5,938
269.653,2024/06/13 11:34:40.1729,5,937
269.855,2024/06/13 11:34:40.3749,3,904
269.899,2024/06/13 11:34:40.4189,5,938
270.146,2024/06/13 11:34:40.6659,5,938
270.84,2024/06/13 11:34:41.3599,3,848
270.884,2024/06/13 11:34:41.4039,5,938
271.131,2024/06/13 11:34:41.6509,5,938
271.377,2024/06/13 11:34:41.8969,5,938
271.579,2024/06/13 11:34:42.0989,3,896
271.623,2024/06/13 11:34:42.1429,5,938
271.87,2024/06/13 11:34:42.3899,5,938
272.116,2024/06/13 11:34:42.6359,5,938
272.362,2024/06/13 11:34:42.8819,5,938
272.564,2024/06/13 11:34:43.0839,3,868
272.608,2024/06/13 11:34:43.1279,5,923
272.855,2024/06/13 11:34:43.3749,5,923
273.101,2024/06/13 11:34:43.6209,5,923
273.303,2024/06/13 11:34:43.8229,3,816
273.348,2024/06/13 11:34:43.8679,5,923
273.593,2024/06/13 11:34:44.1129,5,923
273.84,2024/06/13 11:34:44.3599,5,923
274.086,2024/06/13 11:34:44.6059,5,923
274.288,2024/06/13 11:34:44.8079,3,899
274.333,2024/06/13 11:34:44.8529,5,923
275.071,2024/06/13 11:34:45.5909,5,908
275.273,2024/06/13 11:34:45.7929,3,906
275.317,2024/06/13 11:34:45.8369,5,908
275.563,2024/06/13 11:34:46.0829,5,908
275.81,2024/06/13 11:34:46.3299,5,908
276.056,2024/06/13 11:34:46.5759,5,908
276.258,2024/06/13 11:34:46.7779,3,865
276.303,2024/06/13 11:34:46.8229,5,908
276.549,2024/06/13 11:34:47.0689,5,908
276.795,2024/06/13 11:34:47.3149,5,908
276.997,2024/06/13 11:34:47.5169,3,939
277.041,2024/06/13 11:34:47.5609,5,908
277.288,2024/06/13 11:34:47.8079,5,908
277.534,2024/06/13 11:34:48.0539,5,908
277.78,2024/06/13 11:34:48.2999,5,908
277.982,2024/06/13 11:34:48.5019,3,942
278.026,2024/06/13 11:34:48.5459,5,908
278.273,2024/06/13 11:34:48.7929,5,908
278.519,2024/06/13 11:34:49.0389,5,908
278.766,2024/06/13 11:34:49.2859,5,908
278.968,2024/06/13 11:34:49.4879,3,899
279.012,2024/06/13 11:34:49.5319,5,908
279.258,2024/06/13 11:34:49.7779,5,908
279.505,2024/06/13 11:34:50.0249,5,908
279.75,2024/06/13 11:34:50.2699,5,908
279.953,2024/06/13 11:34:50.4729,3,962
279.997,2024/06/13 11:34:50.5169,5,908
280.243,2024/06/13 11:34:50.7629,5,908
280.489,2024/06/13 11:34:51.0089,5,908
280.735,2024/06/13 11:34:51.2549,5,908
280.938,2024/06/13 11:34:51.4579,3,975
280.982,2024/06/13 11:34:51.5019,5,908
281.228,2024/06/13 11:34:51.7479,5,908
281.474,2024/06/13 11:34:51.9939,5,908
281.676,2024/06/13 11:34:52.1959,3,891
281.721,2024/06/13 11:34:52.2409,5,908
281.966,2024/06/13 11:34:52.4859,5,908
282.213,2024/06/13 11:34:52.7329,5,908
282.459,2024/06/13 11:34:52.9789,5,908
282.661,2024/06/13 11:34:53.1809,3,945
283.198,2024/06/13 11:34:53.7179,5,908
283.4,2024/06/13 11:34:53.9199,3,929
283.937,2024/06/13 11:34:54.4569,5,908
284.183,2024/06/13 11:34:54.7029,5,908
284.43,2024/06/13 11:34:54.9499,5,908
284.631,2024/06/13 11:34:55.1509,3,850
284.676,2024/06/13 11:34:55.1959,5,923
284.922,2024/06/13 11:34:55.4419,5,923
285.169,2024/06/13 11:34:55.6889,5,923
285.37,2024/06/13 11:34:55.8899,3,914
285.414,2024/06/13 11:34:55.9339,5,923
285.661,2024/06/13 11:34:56.1809,5,923
285.907,2024/06/13 11:34:56.4269,5,923
286.153,2024/06/13 11:34:56.6729,5,923
286.356,2024/06/13 11:34:56.8759,3,1005
286.4,2024/06/13 11:34:56.9199,5,923
286.646,2024/06/13 11:34:57.1659,5,938
286.892,2024/06/13 11:34:57.4119,5,937
287.138,2024/06/13 11:34:57.6579,5,938
287.385,2024/06/13 11:34:57.9049,5,938
287.587,2024/06/13 11:34:58.1069,3,962
287.631,2024/06/13 11:34:58.1509,5,938
287.877,2024/06/13 11:34:58.3969,5,938
288.123,2024/06/13 11:34:58.6429,5,938
288.325,2024/06/13 11:34:58.8449,3,945
288.37,2024/06/13 11:34:58.8899,5,938
288.616,2024/06/13 11:34:59.1359,5,938
288.863,2024/06/13 11:34:59.3829,5,938
289.109,2024/06/13 11:34:59.6289,5,938
289.311,2024/06/13 11:34:59.8309,3,1015
289.355,2024/06/13 11:34:59.8749,5,938
289.601,2024/06/13 11:35:00.1209,5,938
289.848,2024/06/13 11:35:00.3679,5,938
290.094,2024/06/13 11:35:00.6139,5,938
290.296,2024/06/13 11:35:00.8159,3,956
290.341,2024/06/13 11:35:00.8609,5,938
290.586,2024/06/13 11:35:01.1059,5,938
290.832,2024/06/13 11:35:01.3519,5,938
291.035,2024/06/13 11:35:01.5549,3,881
291.572,2024/06/13 11:35:02.0919,5,938
291.818,2024/06/13 11:35:02.3379,5,938
292.02,2024/06/13 11:35:02.5399,3,932
292.064,2024/06/13 11:35:02.5839,5,938
292.31,2024/06/13 11:35:02.8299,5,938
292.557,2024/06/13 11:35:03.0769,5,938
292.803,2024/06/13 11:35:03.3229,5,938
293.005,2024/06/13 11:35:03.5249,3,911
293.049,2024/06/13 11:35:03.5689,5,938
293.296,2024/06/13 11:35:03.8159,5,938
293.543,2024/06/13 11:35:04.0629,5,938
293.788,2024/06/13 11:35:04.3079,5,938
293.99,2024/06/13 11:35:04.5099,3,877
294.035,2024/06/13 11:35:04.5549,5,938
294.281,2024/06/13 11:35:04.8009,5,938
294.527,2024/06/13 11:35:05.0469,5,952
294.729,2024/06/13 11:35:05.2489,3,945
294.773,2024/06/13 11:35:05.2929,5,952
295.02,2024/06/13 11:35:05.5399,5,952
295.265,2024/06/13 11:35:05.7849,5,952
295.512,2024/06/13 11:35:06.0319,5,952
295.713,2024/06/13 11:35:06.2329,3,926
296.497,2024/06/13 11:35:07.0169,5,952
296.7,2024/06/13 11:35:07.2199,3,882
296.743,2024/06/13 11:35:07.2629,5,952
296.99,2024/06/13 11:35:07.5099,5,952
297.236,2024/06/13 11:35:07.7559,5,952
297.482,2024/06/13 11:35:08.0019,5,952
297.683,2024/06/13 11:35:08.2029,3,970
297.728,2024/06/13 11:35:08.2479,5,952
297.975,2024/06/13 11:35:08.4949,5,952
298.22,2024/06/13 11:35:08.7399,5,952
298.467,2024/06/13 11:35:08.9869,5,952
298.669,2024/06/13 11:35:09.1889,3,978
299.206,2024/06/13 11:35:09.7259,5,952
299.408,2024/06/13 11:35:09.9279,3,901
299.453,2024/06/13 11:35:09.9729,5,952
299.698,2024/06/13 11:35:10.2179,5,952
299.945,2024/06/13 11:35:10.4649,5,952
300.192,2024/06/13 11:35:10.7119,5,952
300.393,2024/06/13 11:35:10.9129,3,941
300.437,2024/06/13 11:35:10.9569,5,952
300.685,2024/06/13 11:35:11.2049,5,938
300.93,2024/06/13 11:35:11.4499,5,938
301.177,2024/06/13 11:35:11.6969,5,938
301.422,2024/06/13 11:35:11.9419,5,938
301.624,2024/06/13 11:35:12.1439,3,931
301.669,2024/06/13 11:35:12.1889,5,938
301.915,2024/06/13 11:35:12.4349,5,938
302.116,2024/06/13 11:35:12.6359,3,862
302.161,2024/06/13 11:35:12.6809,5,938
302.901,2024/06/13 11:35:13.4209,5,938
303.102,2024/06/13 11:35:13.6219,3,932
303.146,2024/06/13 11:35:13.6659,5,938
303.393,2024/06/13 11:35:13.9129,5,938
303.639,2024/06/13 11:35:14.1589,5,937
303.886,2024/06/13 11:35:14.4059,5,938
304.087,2024/06/13 11:35:14.6069,3,959
304.132,2024/06/13 11:35:14.6519,5,938
304.378,2024/06/13 11:35:14.8979,5,938
304.624,2024/06/13 11:35:15.1439,5,938
304.871,2024/06/13 11:35:15.3909,5,938
305.072,2024/06/13 11:35:15.5919,3,874
305.116,2024/06/13 11:35:15.6359,5,938
305.811,2024/06/13 11:35:16.3309,3,951
305.855,2024/06/13 11:35:16.3749,5,938
306.102,2024/06/13 11:35:16.6219,5,938
306.349,2024/06/13 11:35:16.8689,5,938
306.595,2024/06/13 11:35:17.1149,5,938
306.796,2024/06/13 11:35:17.3159,3,945
306.841,2024/06/13 11:35:17.3609,5,938
307.087,2024/06/13 11:35:17.6069,5,938
307.333,2024/06/13 11:35:17.8529,5,938
307.579,2024/06/13 11:35:18.0989,5,938
307.781,2024/06/13 11:35:18.3009,3,868
307.826,2024/06/13 11:35:18.3459,5,938
308.52,2024/06/13 11:35:19.0399,3,910
308.565,2024/06/13 11:35:19.0849,5,938
308.811,2024/06/13 11:35:19.3309,5,938
309.057,2024/06/13 11:35:19.5769,5,938
309.304,2024/06/13 11:35:19.8239,5,938
309.505,2024/06/13 11:35:20.0249,3,916
309.55,2024/06/13 11:35:20.0699,5,938
309.796,2024/06/13 11:35:20.3159,5,938
310.042,2024/06/13 11:35:20.5619,5,938
310.289,2024/06/13 11:35:20.8089,5,938
310.49,2024/06/13 11:35:21.0099,3,835
310.535,2024/06/13 11:35:21.0549,5,938
310.781,2024/06/13 11:35:21.3009,5,938
311.028,2024/06/13 11:35:21.5479,5,938
311.229,2024/06/13 11:35:21.7489,3,889
311.273,2024/06/13 11:35:21.7929,5,938
311.52,2024/06/13 11:35:22.0399,5,938
311.766,2024/06/13 11:35:22.2859,5,938
312.012,2024/06/13 11:35:22.5319,5,938
312.214,2024/06/13 11:35:22.7339,3,933
312.258,2024/06/13 11:35:22.7779,5,938
312.505,2024/06/13 11:35:23.0249,5,938
312.751,2024/06/13 11:35:23.2709,5,938
312.998,2024/06/13 11:35:23.5179,5,938
313.199,2024/06/13 11:35:23.7189,3,912
313.244,2024/06/13 11:35:23.7639,5,938
313.49,2024/06/13 11:35:24.0099,5,938
313.736,2024/06/13 11:35:24.2559,5,938
313.938,2024/06/13 11:35:24.4579,3,881
313.983,2024/06/13 11:35:24.5029,5,938
314.229,2024/06/13 11:35:24.7489,5,938
314.475,2024/06/13 11:35:24.9949,5,923
314.722,2024/06/13 11:35:25.2419,5,923
314.923,2024/06/13 11:35:25.4429,3,956
314.968,2024/06/13 11:35:25.4879,5,923
315.214,2024/06/13 11:35:25.7339,5,923
315.908,2024/06/13 11:35:26.4279,3,928
315.953,2024/06/13 11:35:26.4729,5,923
316.199,2024/06/13 11:35:26.7189,5,923
316.446,2024/06/13 11:35:26.9659,5,923
316.646,2024/06/13 11:35:27.1659,3,864
316.691,2024/06/13 11:35:27.2109,5,923
316.938,2024/06/13 11:35:27.4579,5,923
317.185,2024/06/13 11:35:27.7049,5,923
317.43,2024/06/13 11:35:27.9499,5,923
317.632,2024/06/13 11:35:28.1519,3,907
317.676,2024/06/13 11:35:28.1959,5,923
317.923,2024/06/13 11:35:28.4429,5,923
318.169,2024/06/13 11:35:28.6889,5,923
318.371,2024/06/13 11:35:28.8909,3,909
318.416,2024/06/13 11:35:28.9359,5,923
318.662,2024/06/13 11:35:29.1819,5,923
318.908,2024/06/13 11:35:29.4279,5,923
319.154,2024/06/13 11:35:29.6739,5,923
319.356,2024/06/13 11:35:29.8759,3,851
319.4,2024/06/13 11:35:29.9199,5,923
319.647,2024/06/13 11:35:30.1669,5,923
319.893,2024/06/13 11:35:30.4129,5,923
320.139,2024/06/13 11:35:30.6589,5,923
320.341,2024/06/13 11:35:30.8609,3,896
320.386,2024/06/13 11:35:30.9059,5,923
320.632,2024/06/13 11:35:31.1519,5,922
320.878,2024/06/13 11:35:31.3979,5,923
321.08,2024/06/13 11:35:31.5999,3,945
321.124,2024/06/13 11:35:31.6439,5,923
321.371,2024/06/13 11:35:31.8909,5,923
321.617,2024/06/13 11:35:32.1369,5,923
321.818,2024/06/13 11:35:32.3379,3,856
321.863,2024/06/13 11:35:32.3829,5,923
322.109,2024/06/13 11:35:32.6289,5,923
322.356,2024/06/13 11:35:32.8759,5,923
322.602,2024/06/13 11:35:33.1219,5,923
322.804,2024/06/13 11:35:33.3239,3,843
322.848,2024/06/13 11:35:33.3679,5,923
323.095,2024/06/13 11:35:33.6149,5,923
323.342,2024/06/13 11:35:33.8619,5,923
323.542,2024/06/13 11:35:34.0619,3,781
323.587,2024/06/13 11:35:34.1069,5,923
323.834,2024/06/13 11:35:34.3539,5,923
324.08,2024/06/13 11:35:34.5999,5,923
324.282,2024/06/13 11:35:34.8019,3,786
324.327,2024/06/13 11:35:34.8469,5,923
324.572,2024/06/13 11:35:35.0919,5,923
324.819,2024/06/13 11:35:35.3389,5,923
325.065,2024/06/13 11:35:35.5849,5,923
325.266,2024/06/13 11:35:35.7859,3,867
325.311,2024/06/13 11:35:35.8309,5,923
325.557,2024/06/13 11:35:36.0769,5,908
325.803,2024/06/13 11:35:36.3229,5,908
326.05,2024/06/13 11:35:36.5699,5,908
326.252,2024/06/13 11:35:36.7719,3,811
326.297,2024/06/13 11:35:36.8169,5,908
326.542,2024/06/13 11:35:37.0619,5,908
326.789,2024/06/13 11:35:37.3089,5,908
326.991,2024/06/13 11:35:37.5109,3,870
327.528,2024/06/13 11:35:38.0479,5,908
327.774,2024/06/13 11:35:38.2939,5,908
327.975,2024/06/13 11:35:38.4949,3,920
328.02,2024/06/13 11:35:38.5399,5,908
328.267,2024/06/13 11:35:38.7869,5,908
328.513,2024/06/13 11:35:39.0329,5,908
328.714,2024/06/13 11:35:39.2339,3,873
328.759,2024/06/13 11:35:39.2789,5,908
329.005,2024/06/13 11:35:39.5249,5,908
329.252,2024/06/13 11:35:39.7719,5,908
329.498,2024/06/13 11:35:40.0179,5,908
329.7,2024/06/13 11:35:40.2199,3,844
329.745,2024/06/13 11:35:40.2649,5,908
329.991,2024/06/13 11:35:40.5109,5,908
330.236,2024/06/13 11:35:40.7559,5,908
330.438,2024/06/13 11:35:40.9579,3,910
330.483,2024/06/13 11:35:41.0029,5,908
330.73,2024/06/13 11:35:41.2499,5,908
330.975,2024/06/13 11:35:41.4949,5,908
331.222,2024/06/13 11:35:41.7419,5,908
331.424,2024/06/13 11:35:41.9439,3,880
331.469,2024/06/13 11:35:41.9889,5,908
331.714,2024/06/13 11:35:42.2339,5,908
331.961,2024/06/13 11:35:42.4809,5,908
332.207,2024/06/13 11:35:42.7269,5,908
332.453,2024/06/13 11:35:42.9729,5,869
332.654,2024/06/13 11:35:43.1739,3,850
332.699,2024/06/13 11:35:43.2189,5,869
332.945,2024/06/13 11:35:43.4649,5,869
333.147,2024/06/13 11:35:43.6669,3,937
333.192,2024/06/13 11:35:43.7119,5,869
333.439,2024/06/13 11:35:43.9589,5,869
333.685,2024/06/13 11:35:44.2049,5,856
333.931,2024/06/13 11:35:44.4509,5,856
334.177,2024/06/13 11:35:44.6969,5,856
334.378,2024/06/13 11:35:44.8979,3,916
334.423,2024/06/13 11:35:44.9429,5,856
334.67,2024/06/13 11:35:45.1899,5,856
334.87,2024/06/13 11:35:45.3899,3,830
334.916,2024/06/13 11:35:45.4359,5,856
335.163,2024/06/13 11:35:45.6829,5,856
335.409,2024/06/13 11:35:45.9289,5,856
335.655,2024/06/13 11:35:46.1749,5,856
335.857,2024/06/13 11:35:46.3769,3,875
335.901,2024/06/13 11:35:46.4209,5,856
336.148,2024/06/13 11:35:46.6679,5,856
336.394,2024/06/13 11:35:46.9139,5,856
336.595,2024/06/13 11:35:47.1149,3,908
336.64,2024/06/13 11:35:47.1599,5,869
336.887,2024/06/13 11:35:47.4069,5,869
337.133,2024/06/13 11:35:47.6529,5,869
337.379,2024/06/13 11:35:47.8989,5,869
337.58,2024/06/13 11:35:48.0999,3,842
337.625,2024/06/13 11:35:48.1449,5,882
337.871,2024/06/13 11:35:48.3909,5,882
338.117,2024/06/13 11:35:48.6369,5,881
338.364,2024/06/13 11:35:48.8839,5,882
338.565,2024/06/13 11:35:49.0849,3,888
339.103,2024/06/13 11:35:49.6229,5,882
339.304,2024/06/13 11:35:49.8239,3,928
339.841,2024/06/13 11:35:50.3609,5,896
340.289,2024/06/13 11:35:50.8089,3,871
340.58,2024/06/13 11:35:51.0999,5,896
340.826,2024/06/13 11:35:51.3459,5,896
341.073,2024/06/13 11:35:51.5929,5,896
341.273,2024/06/13 11:35:51.7929,3,918
341.319,2024/06/13 11:35:51.8389,5,896
341.566,2024/06/13 11:35:52.0859,5,896
341.812,2024/06/13 11:35:52.3319,5,896
342.012,2024/06/13 11:35:52.5319,3,931
342.058,2024/06/13 11:35:52.5779,5,896
342.304,2024/06/13 11:35:52.8239,5,896
342.551,2024/06/13 11:35:53.0709,5,896
342.797,2024/06/13 11:35:53.3169,5,896
342.998,2024/06/13 11:35:53.5179,3,864
343.043,2024/06/13 11:35:53.5629,5,896
343.289,2024/06/13 11:35:53.8089,5,896
343.536,2024/06/13 11:35:54.0559,5,896
343.983,2024/06/13 11:35:54.5029,3,910
344.274,2024/06/13 11:35:54.7939,5,896
344.52,2024/06/13 11:35:55.0399,5,896
344.767,2024/06/13 11:35:55.2869,5,896
344.968,2024/06/13 11:35:55.4879,3,942
345.013,2024/06/13 11:35:55.5329,5,896
345.259,2024/06/13 11:35:55.7789,5,896
345.506,2024/06/13 11:35:56.0259,5,896
345.707,2024/06/13 11:35:56.2269,3,861
345.752,2024/06/13 11:35:56.2719,5,896
345.999,2024/06/13 11:35:56.5189,5,896
346.244,2024/06/13 11:35:56.7639,5,896
346.491,2024/06/13 11:35:57.0109,5,908
346.692,2024/06/13 11:35:57.2119,3,893
346.738,2024/06/13 11:35:57.2579,5,908
347.476,2024/06/13 11:35:57.9959,5,908
347.677,2024/06/13 11:35:58.1969,3,973
347.722,2024/06/13 11:35:58.2419,5,908
347.969,2024/06/13 11:35:58.4889,5,908
348.214,2024/06/13 11:35:58.7339,5,908
348.416,2024/06/13 11:35:58.9359,3,883
348.461,2024/06/13 11:35:58.9809,5,908
348.707,2024/06/13 11:35:59.2269,5,908
348.954,2024/06/13 11:35:59.4739,5,908
349.2,2024/06/13 11:35:59.7199,5,908
349.401,2024/06/13 11:35:59.9209,3,920
349.446,2024/06/13 11:35:59.9659,5,908
349.693,2024/06/13 11:36:00.2129,5,908
349.939,2024/06/13 11:36:00.4589,5,908
350.185,2024/06/13 11:36:00.7049,5,908
350.386,2024/06/13 11:36:00.9059,3,934
350.432,2024/06/13 11:36:00.9519,5,908
350.678,2024/06/13 11:36:01.1979,5,908
350.924,2024/06/13 11:36:01.4439,5,908
351.372,2024/06/13 11:36:01.8919,3,872
351.663,2024/06/13 11:36:02.1829,5,908
351.909,2024/06/13 11:36:02.4289,5,908
352.11,2024/06/13 11:36:02.6299,3,923
352.155,2024/06/13 11:36:02.6749,5,908
352.402,2024/06/13 11:36:02.9219,5,908
352.648,2024/06/13 11:36:03.1679,5,923
352.894,2024/06/13 11:36:03.4139,5,923
353.096,2024/06/13 11:36:03.6159,3,979
353.141,2024/06/13 11:36:03.6609,5,923
353.386,2024/06/13 11:36:03.9059,5,923
353.632,2024/06/13 11:36:04.1519,5,923
353.88,2024/06/13 11:36:04.3999,5,923
354.081,2024/06/13 11:36:04.6009,3,920
354.125,2024/06/13 11:36:04.6449,5,923
354.372,2024/06/13 11:36:04.8919,5,923
354.618,2024/06/13 11:36:05.1379,5,923
354.864,2024/06/13 11:36:05.3839,5,923
355.065,2024/06/13 11:36:05.5849,3,903
355.11,2024/06/13 11:36:05.6299,5,923
355.357,2024/06/13 11:36:05.8769,5,923
355.604,2024/06/13 11:36:06.1239,5,922
355.805,2024/06/13 11:36:06.3249,3,949
355.85,2024/06/13 11:36:06.3699,5,923
356.588,2024/06/13 11:36:07.1079,5,923
356.79,2024/06/13 11:36:07.3099,3,938
356.834,2024/06/13 11:36:07.3539,5,923
357.081,2024/06/13 11:36:07.6009,5,923
357.327,2024/06/13 11:36:07.8469,5,923
357.574,2024/06/13 11:36:08.0939,5,923
357.774,2024/06/13 11:36:08.2939,3,867
357.819,2024/06/13 11:36:08.3389,5,923
358.066,2024/06/13 11:36:08.5859,5,923
358.312,2024/06/13 11:36:08.8319,5,923
358.513,2024/06/13 11:36:09.0329,3,938
358.558,2024/06/13 11:36:09.0779,5,923
358.805,2024/06/13 11:36:09.3249,5,923
359.498,2024/06/13 11:36:10.0179,3,935
359.79,2024/06/13 11:36:10.3099,5,923
360.036,2024/06/13 11:36:10.5559,5,923
360.283,2024/06/13 11:36:10.8029,5,923
360.483,2024/06/13 11:36:11.0029,3,876
360.528,2024/06/13 11:36:11.0479,5,938
360.775,2024/06/13 11:36:11.2949,5,938
361.021,2024/06/13 11:36:11.5409,5,938
361.267,2024/06/13 11:36:11.7869,5,938
361.468,2024/06/13 11:36:11.9879,3,958
361.514,2024/06/13 11:36:12.0339,5,938
361.76,2024/06/13 11:36:12.2799,5,938
362.006,2024/06/13 11:36:12.5259,5,938
362.253,2024/06/13 11:36:12.7729,5,938
362.453,2024/06/13 11:36:12.9729,3,948
362.499,2024/06/13 11:36:13.0189,5,938
363.192,2024/06/13 11:36:13.7119,3,884
363.238,2024/06/13 11:36:13.7579,5,938
363.484,2024/06/13 11:36:14.0039,5,938
363.73,2024/06/13 11:36:14.2499,5,938
363.931,2024/06/13 11:36:14.4509,3,942
363.977,2024/06/13 11:36:14.4969,5,938
364.223,2024/06/13 11:36:14.7429,5,938
364.469,2024/06/13 11:36:14.9889,5,938
364.715,2024/06/13 11:36:15.2349,5,938
364.917,2024/06/13 11:36:15.4369,3,875
364.962,2024/06/13 11:36:15.4819,5,938
365.208,2024/06/13 11:36:15.7279,5,938
365.947,2024/06/13 11:36:16.4669,5,938
366.148,2024/06/13 11:36:16.6679,3,801
366.193,2024/06/13 11:36:16.7129,5,938
366.439,2024/06/13 11:36:16.9589,5,938
366.64,2024/06/13 11:36:17.1599,3,854
366.686,2024/06/13 11:36:17.2059,5,938
366.932,2024/06/13 11:36:17.4519,5,938
367.178,2024/06/13 11:36:17.6979,5,938
367.425,2024/06/13 11:36:17.9449,5,938
367.625,2024/06/13 11:36:18.1449,3,934
367.67,2024/06/13 11:36:18.1899,5,923
367.917,2024/06/13 11:36:18.4369,5,923
368.164,2024/06/13 11:36:18.6839,5,923
368.611,2024/06/13 11:36:19.1309,3,904
368.902,2024/06/13 11:36:19.4219,5,923
369.148,2024/06/13 11:36:19.6679,5,923
369.395,2024/06/13 11:36:19.9149,5,923
369.596,2024/06/13 11:36:20.1159,3,880
369.641,2024/06/13 11:36:20.1609,5,923
369.887,2024/06/13 11:36:20.4069,5,923
370.133,2024/06/13 11:36:20.6529,5,923
370.334,2024/06/13 11:36:20.8539,3,960
370.38,2024/06/13 11:36:20.8999,5,923
370.626,2024/06/13 11:36:21.1459,5,923
370.872,2024/06/13 11:36:21.3919,5,923
371.118,2024/06/13 11:36:21.6379,5,923
371.319,2024/06/13 11:36:21.8389,3,941
371.365,2024/06/13 11:36:21.8849,5,923
371.611,2024/06/13 11:36:22.1309,5,923
371.857,2024/06/13 11:36:22.3769,5,923
372.104,2024/06/13 11:36:22.6239,5,923
372.305,2024/06/13 11:36:22.8249,3,887
372.35,2024/06/13 11:36:22.8699,5,923
372.597,2024/06/13 11:36:23.1169,5,907
372.842,2024/06/13 11:36:23.3619,5,908
373.29,2024/06/13 11:36:23.8099,3,957
373.581,2024/06/13 11:36:24.1009,5,908
373.827,2024/06/13 11:36:24.3469,5,908
374.074,2024/06/13 11:36:24.5939,5,908
374.274,2024/06/13 11:36:24.7939,3,972
374.321,2024/06/13 11:36:24.8409,5,908
374.566,2024/06/13 11:36:25.0859,5,908
374.812,2024/06/13 11:36:25.3319,5,908
375.059,2024/06/13 11:36:25.5789,5,908
375.259,2024/06/13 11:36:25.7789,3,915
375.305,2024/06/13 11:36:25.8249,5,908
375.551,2024/06/13 11:36:26.0709,5,908
375.798,2024/06/13 11:36:26.3179,5,908
375.999,2024/06/13 11:36:26.5189,3,971
376.536,2024/06/13 11:36:27.0559,5,908
376.783,2024/06/13 11:36:27.3029,5,908
376.983,2024/06/13 11:36:27.5029,3,969
377.029,2024/06/13 11:36:27.5489,5,908
377.275,2024/06/13 11:36:27.7949,5,908
377.521,2024/06/13 11:36:28.0409,5,908
377.768,2024/06/13 11:36:28.2879,5,908
377.968,2024/06/13 11:36:28.4879,3,870
378.014,2024/06/13 11:36:28.5339,5,908
378.261,2024/06/13 11:36:28.7809,5,908
378.507,2024/06/13 11:36:29.0269,5,923
378.708,2024/06/13 11:36:29.2279,3,921
378.753,2024/06/13 11:36:29.2729,5,923
378.999,2024/06/13 11:36:29.5189,5,923
379.245,2024/06/13 11:36:29.7649,5,923
379.492,2024/06/13 11:36:30.0119,5,938
379.692,2024/06/13 11:36:30.2119,3,944
380.231,2024/06/13 11:36:30.7509,5,938
380.477,2024/06/13 11:36:30.9969,5,938
380.678,2024/06/13 11:36:31.1979,3,841
381.216,2024/06/13 11:36:31.7359,5,938
381.416,2024/06/13 11:36:31.9359,3,888
381.954,2024/06/13 11:36:32.4739,5,938
382.201,2024/06/13 11:36:32.7209,5,938
382.402,2024/06/13 11:36:32.9219,3,947
382.448,2024/06/13 11:36:32.9679,5,938
382.693,2024/06/13 11:36:33.2129,5,938
382.943,2024/06/13 11:36:33.4629,5,938
383.186,2024/06/13 11:36:33.7059,5,938
383.386,2024/06/13 11:36:33.9059,3,902
383.432,2024/06/13 11:36:33.9519,5,938
383.678,2024/06/13 11:36:34.1979,5,938
383.924,2024/06/13 11:36:34.4439,5,938
384.171,2024/06/13 11:36:34.6909,5,938
384.372,2024/06/13 11:36:34.8919,3,957
384.417,2024/06/13 11:36:34.9369,5,938
384.664,2024/06/13 11:36:35.1839,5,938
384.909,2024/06/13 11:36:35.4289,5,938
385.157,2024/06/13 11:36:35.6769,5,938
385.357,2024/06/13 11:36:35.8769,3,960
385.403,2024/06/13 11:36:35.9229,5,938
385.648,2024/06/13 11:36:36.1679,5,938
385.896,2024/06/13 11:36:36.4159,5,938
386.141,2024/06/13 11:36:36.6609,5,938
386.341,2024/06/13 11:36:36.8609,3,882
386.387,2024/06/13 11:36:36.9069,5,938
386.634,2024/06/13 11:36:37.1539,5,923
386.881,2024/06/13 11:36:37.4009,5,923
387.081,2024/06/13 11:36:37.6009,3,947
387.126,2024/06/13 11:36:37.6459,5,923
387.373,2024/06/13 11:36:37.8929,5,923
387.619,2024/06/13 11:36:38.1389,5,923
387.865,2024/06/13 11:36:38.3849,5,923
388.065,2024/06/13 11:36:38.5849,3,974
388.112,2024/06/13 11:36:38.6319,5,923
388.358,2024/06/13 11:36:38.8779,5,923
388.605,2024/06/13 11:36:39.1249,5,923
388.85,2024/06/13 11:36:39.3699,5,923
389.05,2024/06/13 11:36:39.5699,3,889
389.097,2024/06/13 11:36:39.6169,5,923
389.343,2024/06/13 11:36:39.8629,5,923
389.589,2024/06/13 11:36:40.1089,5,922
389.79,2024/06/13 11:36:40.3099,3,950
389.835,2024/06/13 11:36:40.3549,5,923
390.081,2024/06/13 11:36:40.6009,5,923
390.328,2024/06/13 11:36:40.8479,5,923
390.575,2024/06/13 11:36:41.0949,5,923
390.775,2024/06/13 11:36:41.2949,3,956
